question,cluster
"Welche Voraussetzungen müssen erfüllt sein, damit ein Immobilienfonds und dessen Finanzierung durch ein Kreditgeschäft als verbundenes Geschäft i.S.v. § 9 Abs. 1, Abs. 3 VerbrKrG gelten?",160
"Unter welchen Bedingungen kann ein Einwendungsdurchgriff nach § 9 Abs. 3 VerbrKrG stattfinden, obwohl den Beklagten keine Ansprüche gegen die Fondsgesellschaft oder deren Initiatoren zustehen?",54
Welche Rechte haben die Beklagten im Falle eines Schadensersatzanspruchs gegenüber den Gründungsgesellschaftern des Fonds?,15
Welche Rolle spielt die Darlehensvaluta im Rahmen des Rückforderungsdurchgriffs nach § 9 Abs. 2 Satz 4 VerbrKrG?,120
"Welche Verpflichtungen haben die Beklagten im Hinblick auf Steuervorteile, die sie durch die Fondsbeteiligung erlangt haben, im Wege des Vorteilsausgleichs?",4
Welche Rechtsgrundlage gilt für den Anspruch der Beklagten auf Rückgewähr ihrer bereits erbrachten Leistungen gegenüber der Klägerin?,210
"Wie ist der Begriff ""verbundenes Geschäft"" i.S.v. § 9 Abs. 1, Abs. 3 VerbrKrG zu interpretieren, insbesondere im Zusammenhang mit dem Beitritt zu einem Immobilienfonds und dessen Finanzierung durch ein Kreditgeschäft?",160
"Welche Rechtsfolge tritt ein, wenn die Voraussetzungen für ein verbundenes Geschäft i.S.v. § 9 Abs. 1, Abs. 3 VerbrKrG erfüllt sind?",54
"Welche Voraussetzungen müssen erfüllt sein, damit ein Arzt mehrere Leistungen neben einer Hauptleistung abrechnen kann?",21
Welche Rolle spielt die Gebührenordnung für Ärzte (GOÄ) bei der Abrechnung ärztlicher Leistungen?,21
"Wer ist verpflichtet, den Patienten über die Entgelte von Wahlleistungen und deren Inhalt zu unterrichten?",168
"Welche Rechtsgrundlage gilt für die Abrechnung von ärztlichen Leistungen, die nicht im Gebührenverzeichnis aufgeführt sind?",210
"Wie ist zu entscheiden, ob eine ärztliche Leistung als selbständige Leistung berechnet werden kann?",21
Welche Gründe rechtfertigen eine analoge Anwendung der Gebührenordnung für Ärzte?,21
Welche Bedeutung hat der medizinische Fortschritt für die Anwendung der Gebührenordnung für Ärzte?,21
"Welche Rechtsfolge tritt ein, wenn ein Arzt mehrere Leistungen neben einer Hauptleistung abrechnet, obwohl sie nicht selbständig berechenbar sind?",21
"Unter welchen Voraussetzungen ist eine Schenkung unwirksam, wenn sie nicht der Form nach § 518 Abs. 1 BGB entspricht?",7
Welche Rolle spielt der Wille des Schenkers bei der Heilung des Formmangels einer Schenkung durch den Vollzug?,46
"Wer kann den Herausgabeanspruch nach § 952 BGB geltend machen, wenn er im Besitz des Fahrzeugs ist?",199
"Wie kann eine dingliche Einigung bei einer Schenkung erfolgen, ohne dass die Beteiligten das Abstraktionsprinzip kennen?",31
"Welche Beweise müssen erbracht werden, um eine Schenkungserklärung zu belegen?",53
"Welche Rechtsfolge tritt ein, wenn eine Schenkung wegen Formmangels unwirksam ist und nicht geheilt wird?",210
Wie kann ein Kreditinstitut seine Rechte aus einer Sicherungsübereignung geltend machen?,3
Welche Bedeutung hat die Übertragung eines Eigentumsanwartschaftsrechts für den Empfänger?,109
"Welche Voraussetzungen müssen erfüllt sein, damit ein Käufer nach § 437 Nr. 3 in Verbindung mit §§ 440, 280, 281, 283 und 311a BGB einen Nutzungsausfallschaden geltend machen kann, obwohl er bereits vom Kaufvertrag zurückgetreten ist?",71
"Wer ist verpflichtet, Wertersatz für die Nutzung einer Kaufsache zu zahlen, wenn der Käufer vom Kaufvertrag zurücktritt?",10
"Wie wird der Schadensersatzanspruch des Käufers im Falle eines Mangels der Kaufsache berechnet, wenn der Käufer vom Vertrag zurückgetreten ist?",63
Welche Rolle spielt der § 325 BGB bei der Geltendmachung eines Schadensersatzanspruchs durch den Käufer nach dem Rücktritt vom Kaufvertrag?,71
"Welche Rechtsgrundlage gilt für die Erstattung von Mietwagenkosten, wenn der Käufer aufgrund eines Mangels der Kaufsache Schadensersatz statt der Leistung verlangt?",111
"Unter welchen Bedingungen kann der Käufer keine Erstattung der Mietwagenkosten beanspruchen, obwohl er Schadensersatz statt der Leistung verlangt?",111
"Wer ist verpflichtet, die Reparaturkosten eines Fahrzeugs zu tragen, wenn der Käufer aufgrund eines Mangels Schadensersatz statt der Leistung verlangt?",10
"Wie ist der Schadensersatzanspruch des Käufers zu berechnen, wenn der Käufer aufgrund eines Mangels Schadensersatz statt der Leistung verlangt, jedoch die Reparaturkosten nicht trägt?",111
"Welche Rechtsfolgen treten ein, wenn der Käufer aufgrund eines Mangels Schadensersatz statt der Leistung verlangt und das Fahrzeug in beschädigtem Zustand zurückgibt?",111
"Welche Rolle spielt der § 346 Abs. 3 Satz 2 BGB bei der Erstattung von Mietwagenkosten, wenn der Käufer aufgrund eines Mangels Schadensersatz statt der Leistung verlangt?",71
"Welche Voraussetzungen müssen erfüllt sein, damit eine Reise als vereitelt gilt und eine Entschädigung fällig wird?",51
"Wer ist verpflichtet, Abhilfe zu leisten, wenn eine Reise vereitelt wird?",51
Wie ist die Höhe der Entschädigung bei vereitelter Reise zu bemessen?,51
Welche Rolle spielt der Reisepreis bei der Bemessung der Entschädigung?,51
Warum kann eine Entschädigung in Höhe des vollen Reisepreises bei vereitelter Reise nicht immer angemessen sein?,51
Welche Bedeutung hat die Art der Reise bei der Bemessung der Entschädigung?,51
"Welche Rechte hat der Reisende, wenn er seine gebuchte Reise nicht antreten kann?",51
"Welche Pflichten hat der Reisende bei der Nutzung der Zeit seiner gebuchten, aber vereitelten Reise?",51
Welche Rechtsgrundlage gilt für den Ersatz der Mehrkosten einer Ersatzreise?,51
"Wie ist zu entscheiden, ob die Kosten einer Ersatzreise als erforderlich anzusehen sind?",51
"Welche Voraussetzungen müssen erfüllt sein, damit ein Pflichtteilsanspruch abgetreten werden kann?",16
"Wer ist berechtigt, einen Pflichtteilsanspruch geltend zu machen, wenn dieser abgetreten wurde?",10
"Wie kann der Wille der Vertragsparteien bei einem Erbverzicht ermittelt werden, wenn § 2350 BGB nicht zur Anwendung kommt?",31
"Welche Rechtsfolgen treten ein, wenn ein Erbverzicht unwirksam ist, aber ein isolierter Pflichtteilsverzicht gewollt war?",210
Wann ist eine teleologische Reduktion des § 2350 BGB geboten?,200
"Welche Hinweispflichten hat das Gericht, wenn es den Vortrag einer Partei nicht berücksichtigt hat?",0
Welche Bedeutung hat die Vermutung des § 2350 BGB für die Wirksamkeit eines Erbverzichts?,62
"Wie kann der Kläger beweisen, dass er Rechte aus einem unbedingten Verzicht herleiten will, entgegen den Vermutungen des § 2350 BGB?",30
Unter welchen Bedingungen kann ein Schadensersatzanspruch aus § 823 Abs. 1 BGB wegen Verletzung eines eigenen deliktsrechtlich geschützten Rechtsgutes geltend gemacht werden?,28
"Wer ist verpflichtet, Schadensersatz zu leisten, wenn ein Dritter durch eine unerlaubte Handlung geschädigt wird?",10
"Welche Rechte hat ein Kläger, wenn er durch eine unerlaubte Handlung geschädigt wurde?",15
"Wie kann ein Schadensersatzanspruch aus § 823 Abs. 1 BGB wegen Verletzung eines eigenen deliktsrechtlich geschützten Rechtsgutes geltend gemacht werden, wenn der Geschädigte nicht (Allein-)Inhaber des geschädigten Vermögens ist?",28
Welche Rolle spielt die Gesellschaft des bürgerlichen Rechts bei der Geltendmachung eines Schadensersatzanspruchs aus § 823 Abs. 1 BGB?,36
Welche Rechtsgrundlage gilt für die Zurechnung von Beratungsfehlern eines Dritten auf eine Bank?,81
Welche Rechtsfolgen hat die Verletzung einer deliktsrechtlich geschützten Rechtsposition?,210
Unter welchen Voraussetzungen kann ein Schadensersatzanspruch aus § 844 Abs. 2 BGB oder § 845 BGB geltend gemacht werden?,97
Welche Bedeutung hat die Gesamtrechtsnachfolge im Hinblick auf Schadensersatzansprüche?,45
"Welche Voraussetzungen müssen erfüllt sein, damit ein nicht im Pflichtenkreis einer Bank tätiger Dritter für dessen Beratungsfehler haftet?",81
"Wer ist verpflichtet, Anleger über eine bekannte arglistige Täuschung durch einen Dritten zu informieren?",88
"Wie kann ein Anleger nachweisen, dass eine Bank von einer arglistigen Täuschung durch einen Dritten Kenntnis hatte?",88
Welche Rolle spielt das institutionalisierte Zusammenwirken bei der Zurechnung von Beratungsfehlern?,13
Welche Rechtsgrundlage gilt für die Haftung einer Bank bei unterbliebener Aufklärung über eine an die A. AG geflossene Rückvergütung?,81
"Wer ist verpflichtet, Anleger über eine erkannte allgemeine Unseriösität eines Unternehmens zu informieren?",88
"Welche Bedingungen müssen erfüllt sein, damit eine Bank wegen einer Beteiligung an einer sittenwidrigen vorsätzlichen Schädigung eines Kunden haften kann?",81
"Wie kann ein Anleger nachweisen, dass er durch eine arglistige Täuschung geschädigt wurde?",88
"Welche Rechtsfolge tritt ein, wenn eine Bank ihre Aufklärungspflichten regarding einer arglistigen Täuschung durch einen Dritten verletzt?",81
Welche Rechtsgrundlage gilt für die Haftung einer Bank bei unterbliebener Aufklärung über eine bekannte arglistige Täuschung durch einen Dritten?,81
"Welche Verpflichtungen hat das Gericht im Hinblick auf die Aufklärungspflicht nach § 139 ZPO, wenn es den Eindruck hat, dass eine Partei ihre Aussagen nicht vollständig dargelegt hat?",135
"Unter welchen Umständen kann eine Regelung in einem Mietvertrag als Allgemeine Geschäftsbedingung (AGB) eingestuft werden, obwohl sie vor Inkrafttreten des AGBG geschlossen wurde?",9
"Wie kann eine Partei beweisen, dass eine Klausel in einem Vertrag individuell ausgehandelt wurde, um die Anwendung des AGBG zu vermeiden?",31
Welche Rolle spielt die mündliche Verhandlung im Hinblick auf die Ergänzung des Parteivortrags durch das Gericht?,46
Welche Rechtsfolgen hat die Verletzung der richterlichen Aufklärungspflicht nach § 539 ZPO?,210
"Wer ist verpflichtet, die Anwendung des AGBG auf einen Vertrag zu überprüfen, wenn dieser vor Inkrafttreten des AGBG geschlossen wurde?",182
"Wie kann ein Gericht feststellen, ob eine Klausel in einem Vertrag gegen wesentliche Grundgedanken der gesetzlichen Regelung verstößt und somit unwirksam ist?",43
"Welche Bedeutung hat die rechtliche Wertung des Gerichts für die Hinweispflicht nach §§ 139, 278 Abs. 3 ZPO?",46
"Welche Voraussetzungen müssen erfüllt sein, damit eine Schönheitsreparaturklausel in einem Mietvertrag als angemessen gilt?",219
"Wer ist berechtigt, die Fristen für Schönheitsreparaturen in einem Mietvertrag zu verlängern oder zu verkürzen?",219
"Wie kann ein Mieter sicherstellen, dass er nicht ohne Renovierungsbedarf zur Ausführung von Schönheitsreparaturen verpflichtet wird?",219
Welche Rolle spielt der Abnutzungsgrad der gemieteten Räume bei der Festlegung der Fristen für Schönheitsreparaturen?,12
Wann kann ein Mieter von der Geltung der in einem Mietvertrag vereinbarten Fristen für Schönheitsreparaturen abweichen?,219
"Welche Rechte hat ein Mieter, wenn der Vermieter die Fristen für Schönheitsreparaturen unangemessen festlegt?",219
Welche Rechtsgrundlage gilt für die Zurechnung von Schönheitsreparaturen auf den Mieter?,219
"Welche Bedingungen müssen erfüllt sein, damit ein Mieter von der Geltung der in einem Mietvertrag vereinbarten Fristen für Schönheitsreparaturen abweichen kann?",219
"Welche Voraussetzungen müssen erfüllt sein, damit ein Schadensersatzanspruch gemäß § 2 Abs. 1 Satz 1 HPflG besteht?",2
"Welche Funktion muss eine Anlage erfüllen, damit ihr Inhaber nach § 2 Abs. 1 Satz 1 HPflG zum Schadensersatz verpflichtet ist?",2
"Wer ist verpflichtet, den Schaden zu ersetzen, wenn dieser durch die Wirkungen von Elektrizität verursacht wurde, die von einer Stromleitungs- oder Rohrleitungsanlage ausgehen?",178
"Unter welchen Bedingungen ist der Inhaber einer Anlage zur Abgabe von Elektrizität nicht zum Schadensersatz verpflichtet, obwohl der Schaden durch die Wirkungen von Elektrizität verursacht wurde?",178
Welche Rolle spielt der Schutzzweck der Haftungsvorschrift in § 2 Abs. 1 Satz 1 HPflG bei der Interpretation der Vorschrift?,2
"Welche Rechtsgrundlage gilt für die Haftung des Inhabers einer Anlage, wenn der Schaden nicht auf die Wirkungen von Elektrizität zurückzuführen ist, aber auf das Vorhandensein der Anlage?",178
"Wer ist verpflichtet, den Schaden zu ersetzen, wenn dieser auf das Vorhandensein einer Anlage zurückzuführen ist, aber nicht auf die Wirkungen von Elektrizität, Gasen, Dämpfen oder Flüssigkeiten?",178
"Unter welchen Bedingungen ist der Inhaber einer Anlage nicht zum Schadensersatz verpflichtet, wenn der Schaden auf das Vorhandensein der Anlage zurückzuführen ist?",16
Was ist ein ordnungsmäßiger Zustand einer Anlage nach § 2 Abs. 1 Satz 3 HPflG?,2
Welche Bedeutung hat die Intention des Gesetzgebers bei der Auslegung der Haftungsvorschriften in § 2 HPflG?,2
Unter welchen Voraussetzungen ist ein Schlichtungsverfahren zwingend vor der Klageerhebung durchzuführen?,16
"Wer ist verpflichtet, vor der Klageerhebung ein Schlichtungsverfahren durchzuführen, wenn dies nach Landesrecht obligatorisch ist?",10
Welche Rolle spielt das Schlichtungsverfahren in Bezug auf die Zulässigkeit einer Klage?,46
Wie ist der Wille des Gesetzgebers bei der Einführung des obligatorischen Schlichtungsverfahrens nach § 15a EGZPO zu interpretieren?,153
Welche Rechtsgrundlage gilt für die Durchführung eines obligatorischen Schlichtungsverfahrens vor der Klageerhebung?,210
"Welche Rechtsfolge tritt ein, wenn das obligatorische Schlichtungsverfahren nicht durchgeführt wird, bevor die Klage erhoben wird?",210
"Warum ist es wichtig, dass das Schlichtungsverfahren vor der Klageerhebung durchgeführt wird, um die Ziele des Gesetzgebers zu erreichen?",89
Welche Bedeutung hat der Wortlaut des § 15a EGZPO für die Interpretation der Vorschrift?,153
"Wie ist der Begriff ""obligatorisch"" in Bezug auf das Schlichtungsverfahren nach § 15a EGZPO zu verstehen?",153
Welche Rechtsgrundlage gilt für die Nachholung des Schlichtungsverfahrens während des Rechtsstreits?,210
"Welche Voraussetzungen müssen erfüllt sein, damit ein Vertragspartner eine fristlose Kündigung wegen eines wichtigen Grundes aussprechen kann?",16
Unter welchen Bedingungen kann eine Kündigungserklärung durch eine ordentliche Kündigung ersetzt werden?,16
Welche Rolle spielt das AGB-Gesetz bei der Überprüfung von Kündigungsklauseln in Allgemeinen Geschäftsbedingungen?,9
"Wer ist verpflichtet, die vereinbarte Vergütung zu zahlen, wenn ein Vertrag nicht ordnungsgemäß gekündigt wurde?",10
"Welche Rechtsfolge tritt ein, wenn eine Kündigung unwirksam ist und der Vertragspartner die vereinbarte Vergütung nicht zahlt?",210
